farm_id,AddressKey,B_STRAATNAAM,B_HUIS_NR,B_HUIS_NR_TOEV,B_POSTCODE,B_PLAATS,COMPANY_NAME,company_id,doc_id_latest,Titel_latest,Datum_latest,Instantie_latest,stage_latest_llm,stage_latest_manual,URL_BEKENDMAKING,URL_PDF,doc_ids_all,AddressKeyAll
FARM0048,hoge valksedijk|31||6741 jj|lunteren,Hoge Valksedijk,31,,6741 JJ,Lunteren,,,doc_00057,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Hoge Valksedijk 31 te Lunteren",2025-10-30,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17892.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17892/1/pdf/prb-2025-17892.pdf,doc_00057,hoge valksedijk|31||6741 jj|lunteren
FARM0049,schrapveen|2||7925 ph|linde,Schrapveen,2,,7925 PH,Linde,,,doc_00059,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit–Schrapveen 2, 7925 PH Linde–(gedeeltelijke) intrekking vergunning",2025-10-30,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17861.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17861/1/pdf/prb-2025-17861.pdf,doc_00059,schrapveen|2||7925 ph|linde
FARM0050,wetering|3||6031 np|nederweert,Wetering,3,,6031 NP,Nederweert,,,doc_00062,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Wetering 3, 6031 NP Nederweert",2025-10-30,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17927.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17927/1/pdf/prb-2025-17927.pdf,doc_00062,wetering|3||6031 np|nederweert
FARM0051,groene steeg|13||8061 rv|hasselt,Groene Steeg,13,,8061 RV,Hasselt,,,doc_00063,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Groene Steeg 13 te Hasselt",2025-10-29,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17841.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17841/1/pdf/prb-2025-17841.pdf,doc_00063,groene steeg|13||8061 rv|hasselt
FARM0052,elzenstraat|21||6587 ae|middelaar,Elzenstraat,21,,6587 AE,Middelaar,,,doc_00064,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Elzenstraat 21, 6587 AE Middelaar",2025-10-29,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17839.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17839/1/pdf/prb-2025-17839.pdf,doc_00064,elzenstraat|21||6587 ae|middelaar
FARM0053,bocholterweg|41||6006 tl|weert,Bocholterweg,41,,6006 TL,Weert,,,doc_00065,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Bocholterweg 41, 6006 TL Weert",2025-10-29,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17781.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17781/1/pdf/prb-2025-17781.pdf,doc_00065,bocholterweg|41||6006 tl|weert
FARM0054,raamsweg|28||7448 pv|haarle,Raamsweg,28,,7448 PV,Haarle,,,doc_00066,Aanvraag voor een LBV omgevingsvergunning Raamsweg 28 Haarle en Raamsweg 55 Marienheem,2025-10-28,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17689.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17689/1/pdf/prb-2025-17689.pdf,doc_00066,raamsweg|28||7448 pv|haarle
FARM0055,lichtenvoordsestraatweg|69||7121 rc|aalten,Lichtenvoordsestraatweg,69,,7121 RC,Aalten,,,doc_00067,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Lichtenvoordsestraatweg 69 te Aalten",2025-10-24,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17550.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17550/1/pdf/prb-2025-17550.pdf,"doc_00067,doc_00188",lichtenvoordsestraatweg|69||7121 rc|aalten
FARM0056,boarnburgumer heawei|7||9215 vw|de veenhoop,Boarnburgumer Heawei,7,,9215 VW,De Veenhoop,,,doc_00069,Ontvangen aanvraag omgevingsvergunning – stikstof,2025-10-24,Fryslân,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17560.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17560/1/pdf/prb-2025-17560.pdf,doc_00069,boarnburgumer heawei|7||9215 vw|de veenhoop
FARM0057,boerenweg|52||5944 el|arcen,Boerenweg,52,,5944 EL,Arcen,,,doc_00070,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Boerenweg 52 en Veldweg ong., Arcen",2025-10-24,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17579.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17579/1/pdf/prb-2025-17579.pdf,doc_00070,boerenweg|52||5944 el|arcen
FARM0058,vogelenzangsestraat|3||6665 ll|driel,Vogelenzangsestraat,3,,6665 LL,Driel,,,doc_00071,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Vogelenzangsestraat 3 te Driel",2025-10-23,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17440.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17440/1/pdf/prb-2025-17440.pdf,doc_00071,vogelenzangsestraat|3||6665 ll|driel
FARM0059,bosheurneweg|8||7244 nt|barchem,Bosheurneweg,8,,7244 NT,Barchem,,,doc_00072,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Bosheurneweg 8 te Barchem",2025-10-23,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17436.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17436/1/pdf/prb-2025-17436.pdf,doc_00072,bosheurneweg|8||7244 nt|barchem
FARM0060,horselerweg|5||3774 pe|kootwijkerbroek,Horselerweg,5,,3774 PE,Kootwijkerbroek,,,doc_00073,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Horselerweg 5 te Kootwijkerbroek",2025-10-23,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17443.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17443/1/pdf/prb-2025-17443.pdf,"doc_00073,doc_00189",horselerweg|5||3774 pe|kootwijkerbroek
FARM0061,karrenstroeten|1||9482 vz|tynaarlo,Karrenstroeten,1,,9482 VZ,Tynaarlo,,,doc_00074,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit –Karrenstroeten 1, 9482 VZ Tynaarlo–(gedeeltelijke) intrekking vergunning",2025-10-23,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17467.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17467/1/pdf/prb-2025-17467.pdf,doc_00074,karrenstroeten|1||9482 vz|tynaarlo
FARM0062,evert hendriksweg|36||9422 tb|smilde,Evert Hendriksweg,36,,9422 TB,Smilde,,,doc_00075,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Evert Hendriksweg 36, 9422 TB Smilde–(gedeeltelijke) intrekking vergunning",2025-10-23,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17475.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17475/1/pdf/prb-2025-17475.pdf,doc_00075,evert hendriksweg|36||9422 tb|smilde
FARM0063,diepsmeerweg|46||1749 az|warmenhuizen,Diepsmeerweg,46,,1749 AZ,Warmenhuizen,,,doc_00076,Ontvangst aanvraag omgevingsvergunning Diepsmeerweg 46 te Warmenhuizen (Natura 2000-activiteit),2025-10-21,Noord-Holland,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17321.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17321/1/pdf/prb-2025-17321.pdf,doc_00076,diepsmeerweg|46||1749 az|warmenhuizen
FARM0064,kooiweg|18||3927 eb|renswoude,Kooiweg,18,,3927 EB,Renswoude,,,doc_00078,Besluit op verzoek tot intrekking Natura 2000-activiteit - Kooiweg 18 in Renswoude,2025-10-20,Utrecht,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17285.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17285/1/pdf/prb-2025-17285.pdf,"doc_00078,doc_00224",kooiweg|18||3927 eb|renswoude
FARM0065,karnemelkweg|5||7031 hr|wehl,Karnemelkweg,5,,7031 HR,Wehl,,,doc_00079,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Karnemelkweg 5 te Wehl",2025-10-17,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17091.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17091/1/pdf/prb-2025-17091.pdf,doc_00079,karnemelkweg|5||7031 hr|wehl
FARM0066,wolddijk|12||7961 nb|ruinerwold,Wolddijk,12,,7961 NB,Ruinerwold,,,doc_00080,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit –Wolddijk 12, 7961 NB Ruinerwold–(gedeeltelijke) intrekking vergunning",2025-10-17,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17088.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17088/1/pdf/prb-2025-17088.pdf,doc_00080,wolddijk|12||7961 nb|ruinerwold
FARM0067,hoogeveenseweg|12||9435 tc|bruntinge,Hoogeveenseweg,12,,9435 TC,Bruntinge,,,doc_00081,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Hoogeveenseweg 12, 9435 TC Bruntinge–(gedeeltelijke) intrekking vergunning",2025-10-17,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-17089.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17089/1/pdf/prb-2025-17089.pdf,doc_00081,hoogeveenseweg|12||9435 tc|bruntinge
FARM0068,fliertseweg|24||6741 nl|lunteren,Fliertseweg,24,,6741 NL,Lunteren,,,doc_00082,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Fliertseweg 24-26 te Lunteren",2025-10-16,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17046.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17046/1/pdf/prb-2025-17046.pdf,doc_00082,"fliertseweg|24||6741 nl|lunteren,fliertseweg|26||6741 nl|lunteren"
FARM0068,fliertseweg|26||6741 nl|lunteren,Fliertseweg,26,,6741 NL,Lunteren,,,doc_00082,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Fliertseweg 24-26 te Lunteren",2025-10-16,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17046.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17046/1/pdf/prb-2025-17046.pdf,doc_00082,"fliertseweg|24||6741 nl|lunteren,fliertseweg|26||6741 nl|lunteren"
FARM0069,veldhuizen|28||7371 gm|loenen,Veldhuizen,28,,7371 GM,Loenen,,,doc_00084,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Veldhuizen 28 te Loenen",2025-10-15,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16917.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16917/1/pdf/prb-2025-16917.pdf,doc_00084,veldhuizen|28||7371 gm|loenen
FARM0070,loenensestraat|1||6677 pl|slijk-ewijk,Loenensestraat,1,,6677 PL,Slijk-Ewijk,,,doc_00086,Provincie Gelderland aanvraag Omgevingsvergunning N2000 Loenensestraat 1 Slijk-Ewijk,2025-10-14,Gelderland,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-16890.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16890/1/pdf/prb-2025-16890.pdf,doc_00086,loenensestraat|1||6677 pl|slijk-ewijk
FARM0071,noordelijke meentsteeg|16|a|3911 se|rhenen,Noordelijke Meentsteeg,16,A,3911 SE,Rhenen,,,doc_00087,Besluit aangevraagde intrekking van een vergunning namens vergunninghouder - Noordelijke Meentsteeg 16A in Rhenen,2025-10-13,Utrecht,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16756.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16756/1/pdf/prb-2025-16756.pdf,"doc_00087,doc_00251,doc_00388",noordelijke meentsteeg|16|a|3911 se|rhenen
FARM0072,blauwstraat|4||5845 ek|sint anthonis,Blauwstraat,4,,5845 EK,Sint Anthonis,M.A.J. Jansen,,doc_00088,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - M.A.J. Jansen, Blauwstraat 4, 5845 EK te Sint Anthonis",2025-10-10,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16667.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16667/1/pdf/prb-2025-16667.pdf,doc_00088,blauwstraat|4||5845 ek|sint anthonis
FARM0073,elzenstraat|6||5094 ee|lage mierde,Elzenstraat,6,,5094 EE,Lage Mierde,J.T.M. van Puijenbroek,,doc_00089,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - J.T.M. van Puijenbroek, Elzenstraat 6, 5094 EE te Lage Mierde",2025-10-10,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16669.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16669/1/pdf/prb-2025-16669.pdf,doc_00089,elzenstraat|6||5094 ee|lage mierde
FARM0074,renheide|8||5595 xj|leende,Renheide,8,,5595 XJ,Leende,AgriThijssen VOF,,doc_00090,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - AgriThijssen VOF, Renheide 8, 5595 XJ te Leende",2025-10-10,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16666.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16666/1/pdf/prb-2025-16666.pdf,doc_00090,renheide|8||5595 xj|leende
FARM0075,stevensvaartje|15||5712 sw|someren,Stevensvaartje,15,,5712 SW,Someren,H. de Wit BV,,doc_00091,"Provincie Noord-Brabant – besluit aanvraag omgevingsvergunning - H. de Wit BV, Stevensvaartje 15, 5712 SW te Someren",2025-10-10,Noord-Brabant,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16670.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16670/1/pdf/prb-2025-16670.pdf,"doc_00091,doc_00213",stevensvaartje|15||5712 sw|someren
FARM0076,aanwas|2||4641 jh|ossendrecht,Aanwas,2,,4641 JH,Ossendrecht,van Meir-Adriaansen VOF,,doc_00092,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - van Meir-Adriaansen VOF, Aanwas 2, 4641 JH te Ossendrecht",2025-10-09,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16635.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16635/1/pdf/prb-2025-16635.pdf,doc_00092,aanwas|2||4641 jh|ossendrecht
FARM0077,stevensbeekseweg|10|a|5825 jc|overloon,Stevensbeekseweg,10,a,5825 JC,Overloon,Van der Cruijsen,,doc_00093,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Van der Cruijsen, Stevensbeekseweg 10a, 12, 12a & 12b, 5825 JC te Overloon",2025-10-09,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16634.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16634/1/pdf/prb-2025-16634.pdf,doc_00093,stevensbeekseweg|10|a|5825 jc|overloon
FARM0078,kraanschotsedijk|9||4909 aa|oosteind,Kraanschotsedijk,9,,4909 AA,Oosteind,Van Ginneken melkvee,,doc_00094,"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Van Ginneken melkvee, Kraanschotsedijk 9, 4909 AA te Oosteind",2025-10-09,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16563.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16563/1/pdf/prb-2025-16563.pdf,"doc_00094,doc_00216",kraanschotsedijk|9||4909 aa|oosteind
FARM0079,chijnsgoed|9||6026 ez|maarheeze,Chijnsgoed,9,,6026 EZ,Maarheeze,,,doc_00097,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Chijnsgoed 9, 6026 EZ te Maarheeze",2025-10-07,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16432.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16432/1/pdf/prb-2025-16432.pdf,doc_00097,chijnsgoed|9||6026 ez|maarheeze
FARM0080,holkampstraat|3||5383 kb|vinkel,Holkampstraat,3,,5383 KB,Vinkel,Topfokbedrijf M. Hanegraaf BV,,doc_00098,"Provincie Noord-Brabant – herziene ontwerpbeschikking aanvraag omgevingsvergunning - Topfokbedrijf M. Hanegraaf BV, Holkampstraat 3, 5383 KB te Vinkel",2025-10-07,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16431.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16431/1/pdf/prb-2025-16431.pdf,doc_00098,holkampstraat|3||5383 kb|vinkel
FARM0081,heldenseweg|5||5759 rp|helenaveen,Heldenseweg,5,,5759 RP,Helenaveen,Maatschap Hoogendoorn,,doc_00099,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Maatschap Hoogendoorn, Heldenseweg 5, 5759 RP te Helenaveen",2025-10-06,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16371.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16371/1/pdf/prb-2025-16371.pdf,doc_00099,heldenseweg|5||5759 rp|helenaveen
FARM0082,neterselsedijk|39||5094 bc|lage mierde,Neterselsedijk,39,,5094 BC,Lage Mierde,van de Sande melkvee,,doc_00100,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - van de Sande melkvee, Neterselsedijk 39, 5094 BC te Lage Mierde",2025-10-03,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16267.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16267/1/pdf/prb-2025-16267.pdf,doc_00100,neterselsedijk|39||5094 bc|lage mierde
FARM0083,vredenseweg|174||7105 cc|winterswijk-huppel,Vredenseweg,174,,7105 CC,Winterswijk-Huppel,,,doc_00101,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Vredenseweg 174 te Winterswijk-Huppel",2025-10-03,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16236.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16236/1/pdf/prb-2025-16236.pdf,doc_00101,vredenseweg|174||7105 cc|winterswijk-huppel
FARM0084,bunschoterweg|35|a|3861 mk|nijkerk,Bunschoterweg,35,a,3861 MK,Nijkerk,,,doc_00102,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Bunschoterweg 35a te Nijkerk",2025-10-03,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16273.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16273/1/pdf/prb-2025-16273.pdf,doc_00102,bunschoterweg|35|a|3861 mk|nijkerk
FARM0085,rekveldweg|6||7722 ja|dalfsen,Rekveldweg,6,,7722 JA,Dalfsen,,,doc_00103,Aanvraag voor het intrekken van een vergunning voor Rekveldweg 6 te Dalfsen t.b.v. LBV,2025-10-03,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-16237.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16237/1/pdf/prb-2025-16237.pdf,doc_00103,rekveldweg|6||7722 ja|dalfsen
FARM0086,wijnhovenstraat|5||5089 nx|haghorst,Wijnhovenstraat,5,,5089 NX,Haghorst,Vof Vermeer,,doc_00104,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Vof Vermeer, Wijnhovenstraat 5, 5089 NX te Haghorst",2025-10-02,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16191.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16191/1/pdf/prb-2025-16191.pdf,doc_00104,wijnhovenstraat|5||5089 nx|haghorst
FARM0087,platerstraat|3||5397 lm|lith,Platerstraat,3,,5397 LM,Lith,Vermeer-Verhagen VOF,,doc_00107,"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Vermeer-Verhagen VOF, Platerstraat 3, 5397 LM te Lith",2025-10-02,Noord-Brabant,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16157.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16157/1/pdf/prb-2025-16157.pdf,doc_00107,platerstraat|3||5397 lm|lith
FARM0088,seinsdijk|1|1a en 3|7122 nw|aalten,Seinsdijk,1,1a en 3,7122 NW,Aalten,,,doc_00109,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Seinsdijk 1,1a en 3 te Aalten",2025-10-02,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16151.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16151/1/pdf/prb-2025-16151.pdf,doc_00109,seinsdijk|1|1a en 3|7122 nw|aalten
FARM0089,bockhorstweg|8||6956 ca|spankeren,Bockhorstweg,8,,6956 CA,Spankeren,,,doc_00111,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Bockhorstweg 8 te Spankeren",2025-10-02,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16180.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16180/1/pdf/prb-2025-16180.pdf,doc_00111,bockhorstweg|8||6956 ca|spankeren
FARM0090,kolenhofweg|3||6091 nb|leveroy,Kolenhofweg,3,,6091 NB,Leveroy,,,doc_00112,"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Kolenhofweg 3, 6091 NB Leveroy, Z2025-00000452",2025-10-02,Limburg,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16128.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16128/1/pdf/prb-2025-16128.pdf,"doc_00112,doc_00371",kolenhofweg|3||6091 nb|leveroy
FARM0091,steenkampweg|4||7134 pp|vragender,Steenkampweg,4,,7134 PP,Vragender,,,doc_00114,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Steenkampweg 4 en Winterswijkseweg 59 te Vragender",2025-10-01,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16126.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16126/1/pdf/prb-2025-16126.pdf,doc_00114,steenkampweg|4||7134 pp|vragender
FARM0092,boterhoeksestraat|11||6666 ga|heteren,Boterhoeksestraat,11,,6666 GA,Heteren,,,doc_00116,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Boterhoeksestraat 11 te Heteren",2025-10-01,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16080.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16080/1/pdf/prb-2025-16080.pdf,doc_00116,boterhoeksestraat|11||6666 ga|heteren
FARM0093,alsteedseweg|50||7481 rw|haaksbergen,Alsteedseweg,50,,7481 RW,Haaksbergen,,,doc_00117,Aanvraag voor een vergunning tbv LBV Alsteedseweg 50 Haaksbergen,2025-10-01,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-16081.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16081/1/pdf/prb-2025-16081.pdf,doc_00117,alsteedseweg|50||7481 rw|haaksbergen
FARM0094,rotven|11||5808 al|oirlo,Rotven,11,,5808 AL,Oirlo,,,doc_00119,"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Rotven 8 en ongenummerd, 5808 AL Oirlo, Z2024-00000481",2025-09-30,Limburg,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15986.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15986/1/pdf/prb-2025-15986.pdf,"doc_00119,doc_00458","rotven|11||5808 al|oirlo,rotven|8||5808 al|oirlo"
FARM0094,rotven|8||5808 al|oirlo,Rotven,8,,5808 AL,Oirlo,,,doc_00119,"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Rotven 8 en ongenummerd, 5808 AL Oirlo, Z2024-00000481",2025-09-30,Limburg,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15986.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15986/1/pdf/prb-2025-15986.pdf,"doc_00119,doc_00458","rotven|11||5808 al|oirlo,rotven|8||5808 al|oirlo"
FARM0095,peelweg|2||5995 sg|kessel,Peelweg,2,,5995 SG,Kessel,,,doc_00120,"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Peelweg 2, 5995 SG Kessel, Z2025-00000453",2025-09-30,Limburg,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16035.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16035/1/pdf/prb-2025-16035.pdf,"doc_00120,doc_00369",peelweg|2||5995 sg|kessel
FARM0096,pleegsterdijk|28||8101 pr|raalte,Pleegsterdijk,28,,8101 PR,Raalte,,,doc_00121,Besluit op een aanvraag voor een vergunning voor Gedeeltelijke intrekking t.b.v. Lbv regeling Pleegsterdijk 28 Raalte,2025-09-30,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15993.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15993/1/pdf/prb-2025-15993.pdf,doc_00121,pleegsterdijk|28||8101 pr|raalte
