farm_id,AddressKey,B_STRAATNAAM,B_HUIS_NR,B_HUIS_NR_TOEV,B_POSTCODE,B_PLAATS,doc_id_latest,Titel_latest,Datum_latest,Provincie_latest,Check_LBV?,Check_address?,Stage_manual,STAGE_LLM,URL_BEKENDMAKING,URL_PDF
FARM0118,eerdweg|4||6099 br|beegden,Eerdweg,4,,6099 BR,Beegden,67d4ced150305a08,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Eerdweg 4, 6099 BR Beegden",2025-02-18,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-2486.html,https://zoek.officielebekendmakingen.nl/prb-2025-2486.pdf
FARM0120,boerenweg|52||5944 el|arcen,Boerenweg,52,,5944 EL,Arcen,68b4d2ae1275fb93,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Boerenweg 52 en Veldweg ong., Arcen",2025-10-24,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17579.html,https://zoek.officielebekendmakingen.nl/prb-2025-17579.pdf
FARM0123,timmermannsweg|98||5813 ap|ysselsteyn,Timmermannsweg,98,,5813 AP,Ysselsteyn,695caf95c21f8d73,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Timmermannsweg 98, 5813 AP Ysselsteyn",2025-04-30,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-7034.html,https://zoek.officielebekendmakingen.nl/prb-2025-7034.pdf
FARM0125,kampersweg|5||6035 pm|ospel,Kampersweg,5,,6035 PM,Ospel,6a24645648feece2,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Kampersweg 5, 6035 PM Ospel",2025-09-18,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-15259.html,https://zoek.officielebekendmakingen.nl/prb-2025-15259.pdf
FARM0126,de steegde|8||9417 te|spier,De Steegde,8,,9417 TE,Spier,6a36b18e4e1d4882,Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit - De Steegde 8 in Spier –(gedeeltelijke) intrekking vergunning,2025-08-28,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-14085.html,https://zoek.officielebekendmakingen.nl/prb-2025-14085.pdf
FARM0128,karrenstroeten|1||9482 vz|tynaarlo,Karrenstroeten,1,,9482 VZ,Tynaarlo,6cbdb01151187c68,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit –Karrenstroeten 1, 9482 VZ Tynaarlo–(gedeeltelijke) intrekking vergunning",2025-10-23,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17467.html,https://zoek.officielebekendmakingen.nl/prb-2025-17467.pdf
FARM0129,steege|24||8106 pd|mariënheem,Steege,24,,8106 PD,Mariënheem,6ceeaf07066824b5,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Steege 24 te Mariënheem",2025-01-17,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-673.html,https://zoek.officielebekendmakingen.nl/prb-2025-673.pdf
FARM0130,mgr aertsstraat|66||5866 bj|swolgen,Mgr Aertsstraat,66,,5866 BJ,Swolgen,6d371a211d817ead,"Aanvraag Omgevingsvergunning Natura 2000 activiteit (gedeeltelijk) intrekken van de natuurvergunning (LBV/LBV+), Mgr Aertsstraat 66, 5866 BJ Swolgen",2024-10-24,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-16169.html,https://zoek.officielebekendmakingen.nl/prb-2024-16169.pdf
FARM0132,witveldweg|48||5971 ns|grubbenvorst,Witveldweg,48,,5971 NS,Grubbenvorst,6df10481569b6a6f,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de LBV/LBV+ regeling, Witveldweg 48, 5971 NS Grubbenvorst",2025-07-09,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-11193.html,https://zoek.officielebekendmakingen.nl/prb-2025-11193.pdf
FARM0133,puttenweg|93||5813 bb|ysselsteyn,Puttenweg,93,,5813 BB,Ysselsteyn,6e63a8bdcfd6b093,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de verleende natuurvergunning (LBV/LBV+), Puttenweg 93, 5813 BB Ysselsteyn",2024-10-24,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-16197.html,https://zoek.officielebekendmakingen.nl/prb-2024-16197.pdf
FARM0135,eindhovensebaan|2|a|6031 nb|nederweert,Eindhovensebaan,2,A,6031 NB,Nederweert,71eb99f93580cd77,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Eindhovensebaan 2A, 6031 NB Nederweert",2024-10-30,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-16524.html,https://zoek.officielebekendmakingen.nl/prb-2024-16524.pdf
FARM0137,peelweg|4||5813 ad|ysselsteyn,Peelweg,4,,5813 AD,Ysselsteyn,72942d5bb21a659b,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Peelweg 4, 5813 AD Ysselsteyn",2025-09-12,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-14989.html,https://zoek.officielebekendmakingen.nl/prb-2025-14989.pdf
FARM0142,wanssumseweg|12||5862 aa|geijsteren,Wanssumseweg,12,,5862 AA,Geijsteren,79af7618d3da2fe6,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Wanssumseweg 12, 5862 AA Geijsteren",2025-04-22,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-6393.html,https://zoek.officielebekendmakingen.nl/prb-2025-6393.pdf
FARM0145,haag|19||5815 cb|merselo,Haag,19,,5815 CB,Merselo,7b6af8722d443da4,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Haag 19, 5815 CB Merselo",2025-04-17,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-6194.html,https://zoek.officielebekendmakingen.nl/prb-2025-6194.pdf
FARM0147,buitenvaart|4001||7905 tc|hoogeveen,Buitenvaart,4001,,7905 TC,Hoogeveen,7c00c8ae413a74e8,Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Buitenvaart 4001 in Hoogeveen –(gedeeltelijke) intrekking vergunning,2025-06-20,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-10081.html,https://zoek.officielebekendmakingen.nl/prb-2025-10081.pdf
FARM0149,zuiderdiep|328||9571 bt|tweede exloërmond,Zuiderdiep,328,,9571 BT,Tweede Exloërmond,7e9fc8539a723c48,Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Zuiderdiep 328 in Tweede Exloërmond –(gedeeltelijke) intrekking vergunning,2025-06-20,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-10085.html,https://zoek.officielebekendmakingen.nl/prb-2025-10085.pdf
FARM0150,timmermannsweg|113||5813 am|ysselsteyn,Timmermannsweg,113,,5813 AM,Ysselsteyn,7f606c51da46703b,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Timmermannsweg 113, 5813 AM Ysselsteyn",2025-08-07,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-12934.html,https://zoek.officielebekendmakingen.nl/prb-2025-12934.pdf
FARM0152,krommedijk|2||6031 pp|nederweert,Krommedijk,2,,6031 PP,Nederweert,8245cfa0bfebc378,"Aanvraag Omgevingsvergunning intrekking natuurvergunning (LBV/LBV+), Krommedijk 2, 6031 PP Nederweert",2024-03-06,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-2983.html,https://zoek.officielebekendmakingen.nl/prb-2024-2983.pdf
FARM0153,timmermannsweg|71||5813 am|ysselsteyn,Timmermannsweg,71,,5813 AM,Ysselsteyn,8577ef71fdc11f34,"Aanvraag Omgevingsvergunning Natura 2000 activiteit (gedeeltelijk) intrekken van de verleende natuurvergunning (LBV/LBV+), Timmermannsweg 71, 5813 AM Ysselsteyn",2025-01-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-573.html,https://zoek.officielebekendmakingen.nl/prb-2025-573.pdf
FARM0154,huiskensweg|6||5987 ng|egchel,Huiskensweg,6,,5987 NG,Egchel,85a8bb8745702f4b,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Huiskensweg 6-8, 5987 NG Egchel",2025-06-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9691.html,https://zoek.officielebekendmakingen.nl/prb-2025-9691.pdf
FARM0154,huiskensweg|7||5987 ng|egchel,Huiskensweg,7,,5987 NG,Egchel,85a8bb8745702f4b,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Huiskensweg 6-8, 5987 NG Egchel",2025-06-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9691.html,https://zoek.officielebekendmakingen.nl/prb-2025-9691.pdf
FARM0154,huiskensweg|8||5987 ng|egchel,Huiskensweg,8,,5987 NG,Egchel,85a8bb8745702f4b,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Huiskensweg 6-8, 5987 NG Egchel",2025-06-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9691.html,https://zoek.officielebekendmakingen.nl/prb-2025-9691.pdf
FARM0156,graeterweg|8||6071 nd|swalmen,Graeterweg,8,,6071 ND,Swalmen,8714560f1ea81486,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Graeterweg 8, 6071 ND Swalmen",2024-12-02,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-18459.html,https://zoek.officielebekendmakingen.nl/prb-2024-18459.pdf
FARM0158,kempkensberg|4||5813 ae|ysselsteyn,Kempkensberg,4,,5813 AE,Ysselsteyn,87e51a80768f6398,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Kempkensberg 4, 5813 AE Ysselsteyn",2024-11-25,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-18024.html,https://zoek.officielebekendmakingen.nl/prb-2024-18024.pdf
FARM0159,de knolle|1||8431 rj|oosterwolde,De Knolle,1,,8431 RJ,Oosterwolde,88748f57e076f152,Ontvangen aanvraag omgevingsvergunning – stikstof,2025-07-11,Fryslân,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-11350.html,https://zoek.officielebekendmakingen.nl/prb-2025-11350.pdf
FARM0161,hanhofweg|19||7587 lk|de lutte,Hanhofweg,19,,7587 LK,De Lutte,890d33d1908f3a13,"Kennisgeving ontvangst van een verzoek tot het behandelen van een aanvraag voor een beschikking, Hanhofweg 19 De Lutte",2025-07-16,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-11668.html,https://zoek.officielebekendmakingen.nl/prb-2025-11668.pdf
FARM0163,witveldweg|44||5971 ns|grubbenvorst,Witveldweg,44,,5971 NS,Grubbenvorst,8b365e932ad05eee,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de LBV/LBV+ regeling, Witveldweg 44, 5971 NS Grubbenvorst",2025-07-09,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-11191.html,https://zoek.officielebekendmakingen.nl/prb-2025-11191.pdf
FARM0164,scheiweg|25||5809 eh|leunen,Scheiweg,25,,5809 EH,Leunen,8c789cead14d0b8b,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Scheiweg 25, 5809 EH Leunen",2025-02-13,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-2173.html,https://zoek.officielebekendmakingen.nl/prb-2025-2173.pdf
FARM0165,de zomp|9||5807 eb|oostrum,De Zomp,9,,5807 EB,Oostrum,8d3c5102670559f8,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), De Zomp 9, 5807 EB Oostrum",2025-03-03,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-3193.html,https://zoek.officielebekendmakingen.nl/prb-2025-3193.pdf
FARM0167,leukerweg|3||6095 nx|baexem,Leukerweg,3,,6095 NX,Baexem,8e47be5b93e920f2,"Aanvraag Omgevingsvergunning Natura 2000 activiteit intrekken van de natuurvergunning (LBV/LBV+), Leukerweg 3, 6095 NX Baexem",2024-11-12,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-17243.html,https://zoek.officielebekendmakingen.nl/prb-2024-17243.pdf
FARM0168,ysselsteynseweg|80||5813 bm|ysselsteyn,Ysselsteynseweg,80,,5813 BM,Ysselsteyn,8e74708d1e062c16,"Aanvraag Omgevingsvergunning Natura 2000 activiteit (gedeeltelijk) intrekken van de natuurvergunning (LBV/LBV+), Ysselsteynseweg 80, 5813 BM Ysselsteyn",2024-12-30,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-19942.html,https://zoek.officielebekendmakingen.nl/prb-2024-19942.pdf
FARM0169,heide|41||6042 ln|roermond,Heide,41,,6042 LN,Roermond,8e9bbba3bb5ebf5f,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Heide 41, 6042 LN Roermond",2024-10-24,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-16164.html,https://zoek.officielebekendmakingen.nl/prb-2024-16164.pdf
FARM0170,dijkerheideweg|3||5961 nc|horst,Dijkerheideweg,3,,5961 NC,Horst,90abf9c715870fc8,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Dijkerheideweg 3 en 9, Horst",2025-06-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9701.html,https://zoek.officielebekendmakingen.nl/prb-2025-9701.pdf
FARM0170,dijkerheideweg|9||5961 nc|horst,Dijkerheideweg,9,,5961 NC,Horst,90abf9c715870fc8,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Dijkerheideweg 3 en 9, Horst",2025-06-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9701.html,https://zoek.officielebekendmakingen.nl/prb-2025-9701.pdf
FARM0171,hoogeveenseweg|12||9435 tc|bruntinge,Hoogeveenseweg,12,,9435 TC,Bruntinge,912e6e7b2967957d,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Hoogeveenseweg 12, 9435 TC Bruntinge–(gedeeltelijke) intrekking vergunning",2025-10-17,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17089.html,https://zoek.officielebekendmakingen.nl/prb-2025-17089.pdf
FARM0173,hunenborgseweg|17||7634 pk|tilligte,Hunenborgseweg,17,,7634 PK,Tilligte,946027ed6d03c79a,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hunenborgseweg 17 te Tilligte",2025-08-20,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-13646.html,https://zoek.officielebekendmakingen.nl/prb-2025-13646.pdf
FARM0174,beetsterweg|17||9244 gc|beetsterzwaag,Beetsterweg,17,,9244 GC,Beetsterzwaag,94be7aa884681d68,Ontvangen aanvraag omgevingsvergunning – stikstof,2025-09-26,Fryslân,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-15824.html,https://zoek.officielebekendmakingen.nl/prb-2025-15824.pdf
FARM0177,marshoekersteeg|25||7722kp|dalfsen,Marshoekersteeg,25,,7722KP,Dalfsen,965f1cda2d955f85,"Kennisgeving ontvangst van een verzoek tot het behandelen van een aanvraag voor een beschikking, Marshoekersteeg 25, 7722KP Dalfsen",2025-07-31,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-12518.html,https://zoek.officielebekendmakingen.nl/prb-2025-12518.pdf
FARM0179,keerestraat|7||6251 nj|eckelrade,Keerestraat,7,,6251 NJ,Eckelrade,9963d883617ee73a,"Aanvraag Omgevingsvergunning (gedeeltelijk) intrekken natuurvergunning (LBV/LBV+), Keerestraat 7, 6251 NJ Eckelrade",2024-07-01,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-9605.html,https://zoek.officielebekendmakingen.nl/prb-2024-9605.pdf
FARM0183,heinsbergerweg|8||6065 nk|montfort,Heinsbergerweg,8,,6065 NK,Montfort,9c4088d57c518463,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Heinsbergerweg 8, 6065 NK Montfort",2025-04-29,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-6921.html,https://zoek.officielebekendmakingen.nl/prb-2025-6921.pdf
FARM0185,dorpsstraat|96||6074gd|melick,Dorpsstraat,96,,6074GD,Melick,9ccefb2c9630eb18,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Dorpsstraat 96, 6074GD Melick",2025-08-04,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-12689.html,https://zoek.officielebekendmakingen.nl/prb-2025-12689.pdf
FARM0187,houbenweg|7||5814 ar|veulen,Houbenweg,7,,5814 AR,Veulen,9d2abbf9f3d4e6fc,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Houbenweg 7, 5814 AR Veulen",2024-10-30,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-16531.html,https://zoek.officielebekendmakingen.nl/prb-2024-16531.pdf
FARM0189,zoomweg|32|a|6006 tw|weert,Zoomweg,32,A,6006 TW,Weert,9f320ebb82fd873d,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Zoomweg 32-32A, 6006 TW Weert",2025-09-26,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-15800.html,https://zoek.officielebekendmakingen.nl/prb-2025-15800.pdf
FARM0189,zoomweg|32||6006 tw|weert,Zoomweg,32,,6006 TW,Weert,9f320ebb82fd873d,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Zoomweg 32-32A, 6006 TW Weert",2025-09-26,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-15800.html,https://zoek.officielebekendmakingen.nl/prb-2025-15800.pdf
FARM0190,molenweg|24||7448 re|haarle,Molenweg,24,,7448 RE,Haarle,9fbe8ed504899d0a,Aanvraag voor een vergunning voor omschakeling tot akkerbouw (LBV-regeling) voor de locatie Molenweg 24 te Haarle,2025-09-09,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-14696.html,https://zoek.officielebekendmakingen.nl/prb-2025-14696.pdf
FARM0194,hardenbergerweg|81||7678 vr|geesteren,Hardenbergerweg,81,,7678 VR,Geesteren,a4c99dfb5b03d99f,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hardenbergerweg 81 te Geesteren",2025-08-22,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-13814.html,https://zoek.officielebekendmakingen.nl/prb-2025-13814.pdf
FARM0197,riviereweg|2||6003 rs|weert,Riviereweg,2,,6003 RS,Weert,a9a848b2ae6ef987,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Riviereweg 2, 6003 RS Weert",2025-08-08,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-13009.html,https://zoek.officielebekendmakingen.nl/prb-2025-13009.pdf
FARM0198,heidseschoolweg|1|a|5812 ak|heide,Heidseschoolweg,1,A,5812 AK,Heide,aa7c3de0b6f30a30,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Heidseschoolweg 1A, 5812 AK Heide",2025-04-22,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-6389.html,https://zoek.officielebekendmakingen.nl/prb-2025-6389.pdf
FARM0200,kolderveense bovenboer|37||7948 lt|nijeveen,Kolderveense Bovenboer,37,,7948 LT,Nijeveen,ac85319ea203bf33,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Kolderveense Bovenboer 37, 7948 LT Nijeveen –gedeeltelijke intrekking vergunning",2025-06-10,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9302.html,https://zoek.officielebekendmakingen.nl/prb-2025-9302.pdf
FARM0202,vöckersweg|23||7554 rk|hengelo,Vöckersweg,23,,7554 RK,Hengelo,aca350e73f1abc20,"Kennisgeving ontvangst van een verzoek tot het behandelen van een aanvraag voor een beschikking, Vöckersweg 23 Hengelo",2025-07-09,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-11195.html,https://zoek.officielebekendmakingen.nl/prb-2025-11195.pdf
FARM0204,van helomaweg|4||8351 ht|wapserveen,Van Helomaweg,4,,8351 HT,Wapserveen,aeaf5e5944ace848,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Van Helomaweg 4, 8351 HT Wapserveen –(gedeeltelijke) intrekking vergunning",2025-09-01,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-14232.html,https://zoek.officielebekendmakingen.nl/prb-2025-14232.pdf
FARM0205,groene steeg|13||8061 rv|hasselt,Groene Steeg,13,,8061 RV,Hasselt,aedcc804bbe0ca1c,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Groene Steeg 13 te Hasselt",2025-10-29,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17841.html,https://zoek.officielebekendmakingen.nl/prb-2025-17841.pdf
FARM0206,heinsbergerweg|25||6065 nk|montfort,Heinsbergerweg,25,,6065 NK,Montfort,aefdece5b8bf17fa,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Heinsbergerweg 25, 6065 NK Montfort",2025-05-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-7913.html,https://zoek.officielebekendmakingen.nl/prb-2025-7913.pdf
FARM0207,kampersweg|15||6035 pm|ospel,Kampersweg,15,,6035 PM,Ospel,af31fbc20d600499,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Kampersweg 15, 6035 PM Ospel",2024-12-11,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-18941.html,https://zoek.officielebekendmakingen.nl/prb-2024-18941.pdf
FARM0209,rongvenweg|15||5987 nh|egchel,Rongvenweg,15,,5987 NH,Egchel,b0639c559bfa69a7,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Rongvenweg 15, 5987 NH Egchel",2025-06-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9692.html,https://zoek.officielebekendmakingen.nl/prb-2025-9692.pdf
FARM0210,hoffmansweg|6|b|7671 sm|vriezenveen,Hoffmansweg,6,b,7671 SM,Vriezenveen,b10500ec2f240662,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hoffmansweg 6b te Vriezenveen",2025-07-30,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-12509.html,https://zoek.officielebekendmakingen.nl/prb-2025-12509.pdf
FARM0212,marledijk|21||8198 kp|marle,Marledijk,21,,8198 KP,Marle,61b37dbf4fe54ebc,"Kennisgeving ontvangst van een verzoek tot het behandelen van een aanvraag voor een beschikking, Marledijk 21 Marle",2025-06-27,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-10463.html,https://zoek.officielebekendmakingen.nl/prb-2025-10463.pdf
